algo,host,iter,seed,n,avgDeg,alpha,PLE,T,R,TimeTotal,TimePoints,TimePrepro,TimeEdges,GenNumEdge,GenAvgDeg
hypergirgs,gluten,0,123,10000000,1000,1,3,0.9,24.7176,84380.1,756.145,394.18,83181.4,3548911931,709.782
hypergirgs,gluten,0,123,21544346,1000,1,3,0.9,26.2526,193006,1631.75,761.834,190519,7903398701,733.687
hypergirgs,gluten,1,123,10000,10,0.6,2.2,0,19.2056,21.9535,1.10538,14.8317,6.00346,55615,11.123
hypergirgs,gluten,1,123,21544,10,0.6,2.2,0,20.8558,9.73245,2.54324,2.81543,4.3634,110477,10.2559
hypergirgs,gluten,1,123,46415,10,0.6,2.2,0,22.4896,39.3018,4.85234,25.1849,9.25471,201786,8.69486
hypergirgs,gluten,1,123,100000,10,0.6,2.2,0,24.112,42.3759,8.9469,21.6839,11.7367,489438,9.78876
hypergirgs,gluten,1,123,215443,10,0.6,2.2,0,25.7171,70.0195,18.5505,31.0135,20.4466,1264533,11.7389
hypergirgs,gluten,1,123,464158,10,0.6,2.2,0,27.3193,125.373,40.2321,50.8813,34.1813,2203473,9.4945
hypergirgs,gluten,1,123,1000000,10,0.6,2.2,0,28.9054,258.377,87.0215,88.4281,80.0713,5213093,10.4262
hypergirgs,gluten,1,123,2154434,10,0.6,2.2,0,30.488,483.728,185.935,129.192,157.8,11123162,10.3258
hypergirgs,gluten,1,123,4641588,10,0.6,2.2,0,32.0655,993.078,429.057,254.414,282.822,22576750,9.72803
hypergirgs,gluten,1,123,10000000,10,0.6,2.2,0,33.6363,2043.57,940.579,497.511,558.689,53740944,10.7482
hypergirgs,gluten,1,123,21544346,10,0.6,2.2,0,35.2051,3965.52,1737.35,1037.93,1094.34,106738868,9.90876
hypergirgs,gluten,1,123,46415888,10,0.6,2.2,0,36.7676,8174.14,3547.13,2119.51,2378.54,225148353,9.70135
hypergirgs,gluten,1,123,10000,100,0.6,2.2,0,14.0942,21.639,0.812308,14.938,5.87874,493271,98.6542
hypergirgs,gluten,1,123,21544,100,0.6,2.2,0,15.8307,23.0922,1.75984,13.6253,7.69699,1095294,101.68
hypergirgs,gluten,1,123,46415,100,0.6,2.2,0,17.531,36.0278,3.78559,21.5872,10.6464,2273054,97.9448
hypergirgs,gluten,1,123,100000,100,0.6,2.2,0,19.2046,46.8323,8.28548,20.0712,18.4668,5018260,100.365
hypergirgs,gluten,1,123,215443,100,0.6,2.2,0,20.8564,76.8345,17.2784,29.4066,30.1394,10725032,99.5626
hypergirgs,gluten,1,123,464158,100,0.6,2.2,0,22.4907,149.14,37.169,48.7698,63.1886,22917674,98.7495
hypergirgs,gluten,1,123,1000000,100,0.6,2.2,0,24.1109,267.284,85.9839,52.2492,126.418,50662633,101.325
hypergirgs,gluten,1,123,2154434,100,0.6,2.2,0,25.7189,539.922,179.813,106.684,243.801,114045193,105.87
hypergirgs,gluten,1,123,4641588,100,0.6,2.2,0,27.3174,1193.53,446.475,195.403,528.932,244763223,105.465
hypergirgs,gluten,1,123,10000000,100,0.6,2.2,0,28.9074,2385.43,949.822,362.993,1043.82,489518718,97.9037
hypergirgs,gluten,1,123,21544346,100,0.6,2.2,0,30.4901,5048.87,1978.62,737.227,2236.42,1079564517,100.218
hypergirgs,gluten,1,123,46415888,100,0.6,2.2,0,32.0667,10777.9,4289.28,1727.69,4658.79,2330310489,100.41
hypergirgs,gluten,1,123,21544,1000,0.6,2.2,0,10.4538,51.6342,1.74461,22.4987,27.3829,9972761,925.804
hypergirgs,gluten,1,123,46415,1000,0.6,2.2,0,12.309,62.196,4.39503,17.6622,40.13,22163076,954.996
hypergirgs,gluten,1,123,100000,1000,0.6,2.2,0,14.0941,99.4029,8.30421,16.7037,74.3864,47048691,940.974
hypergirgs,gluten,1,123,215443,1000,0.6,2.2,0,15.8305,206.855,17.4896,25.9578,163.397,103827683,963.853
hypergirgs,gluten,1,123,464158,1000,0.6,2.2,0,17.5312,468.476,37.254,44.301,386.893,226884463,977.617
hypergirgs,gluten,1,123,1000000,1000,0.6,2.2,0,19.2046,953.696,80.6496,49.8186,820.865,488059642,976.119
hypergirgs,gluten,1,123,2154434,1000,0.6,2.2,0,20.8563,1986.84,179.33,104.863,1693.46,1073370094,996.429
hypergirgs,gluten,1,123,4641588,1000,0.6,2.2,0,22.4907,4318.18,425.885,204.205,3674.1,2271119055,978.596
hypergirgs,gluten,1,123,10000000,1000,0.6,2.2,0,24.1108,9382.77,922.461,382.221,8049.18,4972361157,994.472
hypergirgs,gluten,1,123,21544346,1000,0.6,2.2,0,25.719,20050,1991.91,721.594,17275.8,10678418468,991.297
hypergirgs,gluten,1,123,46415888,1000,0.6,2.2,0,27.3174,43162.2,4271.64,1477.43,37272.9,23073148071,994.192
hypergirgs,gluten,1,123,10000,10,1,3,0,15.683,9.37224,0.813041,1.34348,7.20758,60978,12.1956
hypergirgs,gluten,1,123,21544,10,1,3,0,17.2179,33.9023,2.06671,25.8738,5.9529,106721,9.90726
hypergirgs,gluten,1,123,46415,10,1,3,0,18.7527,31.4486,4.05658,21.2711,6.10701,227138,9.78727
hypergirgs,gluten,1,123,100000,10,1,3,0,20.2913,36.0889,8.0104,20.5218,7.53899,503207,10.0641
hypergirgs,gluten,1,123,215443,10,1,3,0,21.8265,56.1633,14.1965,31.3728,10.5855,1079784,10.0238
hypergirgs,gluten,1,123,464158,10,1,3,0,23.3616,96.9225,28.5556,50.2624,18.0939,2307491,9.9427
hypergirgs,gluten,1,123,1000000,10,1,3,0,24.8968,189.944,61.3736,87.1033,39.0582,5024371,10.0487
hypergirgs,gluten,1,123,2154434,10,1,3,0,26.4319,322.763,137.428,107.742,66.326,10772416,10.0002
hypergirgs,gluten,1,123,4641588,10,1,3,0,27.9671,756.324,370.528,231.779,138.77,23238492,10.0132
hypergirgs,gluten,1,123,10000000,10,1,3,0,29.5022,1417.12,789.188,384.317,214.942,49917646,9.98353
hypergirgs,gluten,1,123,21544346,10,1,3,0,31.0374,2876.58,1563.83,756.487,488.894,107705800,9.99852
hypergirgs,gluten,1,123,46415888,10,1,3,0,32.5725,6214.16,3353.51,1755.2,1002.94,231788669,9.98747
hypergirgs,gluten,1,123,10000,100,1,3,0,11.0622,27.1836,0.808383,21.0745,5.29202,509777,101.955
hypergirgs,gluten,1,123,21544,100,1,3,0,12.6063,16.7248,2.06451,9.01022,5.64131,1091969,101.371
hypergirgs,gluten,1,123,46415,100,1,3,0,14.1455,22.8401,4.02454,9.32363,9.46577,2298246,99.0303
hypergirgs,gluten,1,123,100000,100,1,3,0,15.683,46.1271,8.29362,21.9549,15.8707,5042094,100.842
hypergirgs,gluten,1,123,215443,100,1,3,0,17.2191,72.8061,17.5037,23.3591,31.9347,10826191,100.502
hypergirgs,gluten,1,123,464158,100,1,3,0,18.7545,150.052,37.4132,42.2943,70.333,23216341,100.036
hypergirgs,gluten,1,123,1000000,100,1,3,0,20.2899,299.33,84.413,83.7697,128.77,50117147,100.234
hypergirgs,gluten,1,123,2154434,100,1,3,0,21.825,507.989,145.635,99.5418,253.75,107561936,99.8517
hypergirgs,gluten,1,123,4641588,100,1,3,0,23.36,1081.3,342.352,212.686,512.286,231764375,99.8643
hypergirgs,gluten,1,123,10000000,100,1,3,0,24.8951,2150,727.564,347.034,1025.53,499884638,99.9769
hypergirgs,gluten,1,123,21544346,100,1,3,0,26.4301,4668.22,1592.06,699.58,2282.32,1077304011,100.008
hypergirgs,gluten,1,123,46415888,100,1,3,0,27.9655,9903.02,3369.71,1523.53,4869.92,2321962838,100.05
hypergirgs,gluten,1,123,21544,1000,1,3,0,7.93843,64.3283,1.72621,25.8168,36.7729,10491893,973.997
hypergirgs,gluten,1,123,46415,1000,1,3,0,9.50959,79.3196,6.33392,19.5062,53.4712,23141519,997.157
hypergirgs,gluten,1,123,100000,1000,1,3,0,11.0624,114.629,8.96233,15.8564,89.8021,50332282,1006.65
hypergirgs,gluten,1,123,215443,1000,1,3,0,12.6062,238.347,17.4996,20.5305,200.308,107293488,996.027
hypergirgs,gluten,1,123,464158,1000,1,3,0,14.1456,549.649,37.082,44.041,468.51,233380349,1005.61
hypergirgs,gluten,1,123,1000000,1000,1,3,0,15.6828,1087.05,80.6699,75.1768,928.87,499170734,998.341
hypergirgs,gluten,1,123,2154434,1000,1,3,0,17.2189,2336.77,179.562,118.49,2030.66,1075699294,998.591
hypergirgs,gluten,1,123,4641588,1000,1,3,0,18.7545,4761.76,428.481,202.712,4118.26,2321872823,1000.46
hypergirgs,gluten,1,123,10000000,1000,1,3,0,20.2899,10581.4,892.034,377.188,9288.02,5008253037,1001.65
hypergirgs,gluten,1,123,21544346,1000,1,3,0,21.8251,22817.1,1647.41,764.471,20344.1,10782021312,1000.91
hypergirgs,gluten,1,123,46415888,1000,1,3,0,23.3602,45374.4,3410.33,1594.54,40191.5,23212948701,1000.22
hypergirgs,gluten,1,123,10000,10,0.6,2.2,0.5,20.9825,26.7728,0.812131,19.2735,6.66134,33709,6.7418
hypergirgs,gluten,1,123,21544,10,0.6,2.2,0.5,22.5176,37.2559,2.04664,18.683,16.5001,63559,5.90039
hypergirgs,gluten,1,123,46415,10,0.6,2.2,0.5,24.0526,65.6806,3.76858,42.4823,19.3992,163858,7.06056
hypergirgs,gluten,1,123,100000,10,0.6,2.2,0.5,25.5877,103.28,8.31836,43.5811,51.3471,382235,7.6447
hypergirgs,gluten,1,123,215443,10,0.6,2.2,0.5,27.1228,185.327,17.439,68.8505,98.8711,820706,7.61878
hypergirgs,gluten,1,123,464158,10,0.6,2.2,0.5,28.6578,295.753,37.5835,80.1085,178.003,1988334,8.56749
hypergirgs,gluten,1,123,1000000,10,0.6,2.2,0.5,30.1929,562.545,81.0108,125.92,349.287,4994583,9.98917
hypergirgs,gluten,1,123,2154434,10,0.6,2.2,0.5,31.7279,1189.34,211.65,234.189,732.409,8915980,8.27687
hypergirgs,gluten,1,123,4641588,10,0.6,2.2,0.5,33.263,2285.65,428.856,330.971,1507.88,19428270,8.37139
hypergirgs,gluten,1,123,10000000,10,0.6,2.2,0.5,34.7981,5043.9,817.334,635.1,3538.41,48461046,9.69221
hypergirgs,gluten,1,123,21544346,10,0.6,2.2,0.5,36.3331,9438.6,1665.61,1178.26,6489.86,99429790,9.23024
hypergirgs,gluten,1,123,46415888,10,0.6,2.2,0.5,37.8682,20143.6,3460.67,2469.5,14019.3,215562574,9.28831
hypergirgs,gluten,1,123,10000,100,0.6,2.2,0.5,16.3774,41.9515,0.813182,33.0741,8.04499,255090,51.018
hypergirgs,gluten,1,123,21544,100,0.6,2.2,0.5,17.9124,27.7156,2.05077,10.1336,15.5082,615063,57.0983
hypergirgs,gluten,1,123,46415,100,0.6,2.2,0.5,19.4475,64.9865,4.06201,31.722,29.1779,1472387,63.4444
hypergirgs,gluten,1,123,100000,100,0.6,2.2,0.5,20.9825,95.957,8.33706,32.5923,55.0011,3300125,66.0025
hypergirgs,gluten,1,123,215443,100,0.6,2.2,0.5,22.5176,173.685,17.2973,36.2076,120.15,7476755,69.4082
hypergirgs,gluten,1,123,464158,100,0.6,2.2,0.5,24.0527,378.91,37.5234,58.7916,282.504,16722943,72.0571
hypergirgs,gluten,1,123,1000000,100,0.6,2.2,0.5,25.5877,798.387,80.9404,78.634,636.067,37562918,75.1258
hypergirgs,gluten,1,123,2154434,100,0.6,2.2,0.5,27.1228,1769.28,178.177,153.822,1428.26,86971895,80.7376
hypergirgs,gluten,1,123,4641588,100,0.6,2.2,0.5,28.6578,3718.44,428.965,241.7,3033.75,179102630,77.173
hypergirgs,gluten,1,123,10000000,100,0.6,2.2,0.5,30.1929,8110.12,923.8,387.038,6750.48,405422676,81.0845
hypergirgs,gluten,1,123,21544346,100,0.6,2.2,0.5,31.7279,18084.7,1995.77,941.043,15065.8,902493225,83.7801
hypergirgs,gluten,1,123,46415888,100,0.6,2.2,0.5,33.263,39296.1,4290.68,1856.93,33041.6,1967747990,84.7877
hypergirgs,gluten,1,123,21544,1000,0.6,2.2,0.5,13.3072,91.5216,1.76075,16.7588,72.9895,4357192,404.492
hypergirgs,gluten,1,123,46415,1000,0.6,2.2,0.5,14.8423,172.458,3.80231,28.7568,139.881,10311598,444.322
hypergirgs,gluten,1,123,100000,1000,0.6,2.2,0.5,16.3774,362.747,8.34003,23.5879,330.799,26527600,530.552
hypergirgs,gluten,1,123,215443,1000,0.6,2.2,0.5,17.9124,845.036,17.3543,39.6612,787.997,59386020,551.292
hypergirgs,gluten,1,123,464158,1000,0.6,2.2,0.5,19.4475,1902.01,37.4807,46.8312,1817.61,137904717,594.215
hypergirgs,gluten,1,123,1000000,1000,0.6,2.2,0.5,20.9825,4461.46,125.295,77.6798,4253.39,314288303,628.577
hypergirgs,gluten,1,123,2154434,1000,0.6,2.2,0.5,22.5176,10164.3,223.148,139.162,9792.95,727157722,675.034
hypergirgs,gluten,1,123,4641588,1000,0.6,2.2,0.5,24.0527,23538.5,429.074,247.426,22836.4,1653615095,712.521
hypergirgs,gluten,1,123,10000000,1000,0.6,2.2,0.5,25.5877,53211.4,957.706,402.122,51801,3674856817,734.971
hypergirgs,gluten,1,123,21544346,1000,0.6,2.2,0.5,27.1228,120440,1995.41,756.988,117594,8358877739,775.97
hypergirgs,gluten,1,123,10000,10,1,3,0.5,16.5881,33.1158,1.10493,25.4718,6.52349,48868,9.7736
hypergirgs,gluten,1,123,21544,10,1,3,0.5,18.1231,35.1127,2.05831,24.3776,8.42042,107839,10.011
hypergirgs,gluten,1,123,46415,10,1,3,0.5,19.6582,46.5208,6.05908,28.6082,11.8307,232123,10.0021
hypergirgs,gluten,1,123,100000,10,1,3,0.5,21.1933,65.3013,8.19133,34.4872,22.5984,498449,9.96898
hypergirgs,gluten,1,123,215443,10,1,3,0.5,22.7283,100.329,14.8966,44.4513,40.9539,1080191,10.0276
hypergirgs,gluten,1,123,464158,10,1,3,0.5,24.2634,209.115,30.8739,74.9422,103.269,2307399,9.9423
hypergirgs,gluten,1,123,1000000,10,1,3,0.5,25.7984,362.701,97.7188,101.102,161,4981085,9.96217
hypergirgs,gluten,1,123,2154434,10,1,3,0.5,27.3335,662.23,147.342,135.381,369.683,10776975,10.0045
hypergirgs,gluten,1,123,4641588,10,1,3,0.5,28.8686,1386.15,368.198,233.465,759.183,23234046,10.0112
hypergirgs,gluten,1,123,10000000,10,1,3,0.5,30.4036,2847.69,763.988,509.608,1527.36,49922838,9.98457
hypergirgs,gluten,1,123,21544346,10,1,3,0.5,31.9387,5722.72,1577.76,943.413,3150.48,107838676,10.0109
hypergirgs,gluten,1,123,46415888,10,1,3,0.5,33.4737,11915.1,3363.24,1830.52,6573.07,231864117,9.99072
hypergirgs,gluten,1,123,10000,100,1,3,0.5,11.9829,23.2777,0.874551,6.82001,15.5661,491384,98.2768
hypergirgs,gluten,1,123,21544,100,1,3,0.5,13.518,35.8765,2.05751,5.40951,28.394,1078062,100.08
hypergirgs,gluten,1,123,46415,100,1,3,0.5,15.053,70.2802,4.06019,18.9387,47.2655,2289652,98.66
hypergirgs,gluten,1,123,100000,100,1,3,0.5,16.5881,113.878,8.30827,22.0697,83.4819,5031216,100.624
hypergirgs,gluten,1,123,215443,100,1,3,0.5,18.1232,217.399,17.5337,22.5781,177.266,10871883,100.926
hypergirgs,gluten,1,123,464158,100,1,3,0.5,19.6582,492.983,37.3478,68.6733,386.934,23161616,99.8006
hypergirgs,gluten,1,123,1000000,100,1,3,0.5,21.1933,978.377,68.7838,96.475,810.39,50047081,100.094
hypergirgs,gluten,1,123,2154434,100,1,3,0.5,22.7283,2019.82,141.342,124.609,1744.82,107489125,99.7841
hypergirgs,gluten,1,123,4641588,100,1,3,0.5,24.2634,4403.15,338.381,225.819,3825.04,232114391,100.015
hypergirgs,gluten,1,123,10000000,100,1,3,0.5,25.7984,9161.93,728.405,359.655,8044.95,499863243,99.9726
hypergirgs,gluten,1,123,21544346,100,1,3,0.5,27.3335,19750.4,1555.14,750.055,17384,1078275893,100.098
hypergirgs,gluten,1,123,46415888,100,1,3,0.5,28.8686,42244.2,3363.58,1532.43,37207.9,2320738954,99.9976
hypergirgs,gluten,1,123,21544,1000,1,3,0.5,8.91278,187.464,1.74214,17.1932,168.517,9861752,915.499
hypergirgs,gluten,1,123,46415,1000,1,3,0.5,10.4478,346.706,4.03879,5.96019,336.694,22707522,978.456
hypergirgs,gluten,1,123,100000,1000,1,3,0.5,11.9829,790.484,8.42679,9.49459,772.277,48276517,965.53
hypergirgs,gluten,1,123,215443,1000,1,3,0.5,13.518,1779.87,33.1754,48.62,1698.04,107109037,994.314
hypergirgs,gluten,1,123,464158,1000,1,3,0.5,15.053,3801.04,67.6676,61.5216,3671.21,231024135,995.455
hypergirgs,gluten,1,123,1000000,1000,1,3,0.5,16.5881,7929.6,128.314,76.2229,7722.74,496268198,992.536
hypergirgs,gluten,1,123,2154434,1000,1,3,0.5,18.1232,17606.2,179.708,115.64,17302.8,1079030173,1001.68
hypergirgs,gluten,1,123,4641588,1000,1,3,0.5,19.6582,37017,427.704,218.531,36358.3,2317349278,998.516
hypergirgs,gluten,1,123,10000000,1000,1,3,0.5,21.1933,79008.8,801.641,425.373,77732.5,4993274209,998.655
hypergirgs,gluten,1,123,21544346,1000,1,3,0.5,22.7283,170598,1627.52,806.93,168077,10767696531,999.584
hypergirgs,gluten,1,123,10000,10,0.6,2.2,0.9,24.5068,67.6547,1.00116,51.1266,15.4942,24086,4.8172
hypergirgs,gluten,1,123,21544,10,0.6,2.2,0.9,26.0419,84.994,2.21512,51.9177,30.8265,40798,3.78741
hypergirgs,gluten,1,123,46415,10,0.6,2.2,0.9,27.5769,129.368,4.37491,56.5982,68.3583,88242,3.80231
hypergirgs,gluten,1,123,100000,10,0.6,2.2,0.9,29.112,201.387,9.01109,66.4319,125.454,245582,4.91164
hypergirgs,gluten,1,123,215443,10,0.6,2.2,0.9,30.6471,378.997,32.3291,123.455,220.682,489620,4.54524
hypergirgs,gluten,1,123,464158,10,0.6,2.2,0.9,32.1821,601.225,40.6106,132.772,423.575,1167023,5.02856
hypergirgs,gluten,1,123,1000000,10,0.6,2.2,0.9,33.7172,1189.43,85.578,233.155,860.902,2758056,5.51611
hypergirgs,gluten,1,123,2154434,10,0.6,2.2,0.9,35.2522,2232.82,152.853,339.873,1718.55,5887390,5.46537
hypergirgs,gluten,1,123,4641588,10,0.6,2.2,0.9,36.7873,5291.73,354.396,678.326,4190.07,15107328,6.50955
hypergirgs,gluten,1,123,10000000,10,0.6,2.2,0.9,38.3224,9722.83,754.994,1346.51,7536.61,30634471,6.12689
hypergirgs,gluten,1,123,21544346,10,0.6,2.2,0.9,39.8574,24041.6,1562.09,3049.45,19222.7,68362486,6.34621
hypergirgs,gluten,1,123,46415888,10,0.6,2.2,0.9,41.3925,42285,3377.29,5000.03,33521.7,150512158,6.48537
hypergirgs,gluten,1,123,10000,100,0.6,2.2,0.9,19.9017,48.2508,0.823941,36.9085,10.4275,133968,26.7936
hypergirgs,gluten,1,123,21544,100,0.6,2.2,0.9,21.4367,51.489,3.63523,30.4182,17.3839,303439,28.1692
hypergirgs,gluten,1,123,46415,100,0.6,2.2,0.9,22.9717,66.9745,4.02824,36.4238,26.4942,708352,30.5225
hypergirgs,gluten,1,123,100000,100,0.6,2.2,0.9,24.5068,109.067,8.32347,39.8872,60.8244,1751992,35.0398
hypergirgs,gluten,1,123,215443,100,0.6,2.2,0.9,26.0419,198.508,17.3607,53.8837,127.226,4050272,37.5995
hypergirgs,gluten,1,123,464158,100,0.6,2.2,0.9,27.5769,446.224,37.4951,80.1492,328.476,10126043,43.6319
hypergirgs,gluten,1,123,1000000,100,0.6,2.2,0.9,29.112,878.891,80.956,110.009,685.139,22622097,45.2442
hypergirgs,gluten,1,123,2154434,100,0.6,2.2,0.9,30.6471,1906.12,178.402,178.164,1538.87,51540438,47.8459
hypergirgs,gluten,1,123,4641588,100,0.6,2.2,0.9,32.1821,4222.95,428.914,305.231,3461.85,118611733,51.1083
hypergirgs,gluten,1,123,10000000,100,0.6,2.2,0.9,33.7172,9520.56,933.562,556.726,7979.76,272469415,54.4939
hypergirgs,gluten,1,123,21544346,100,0.6,2.2,0.9,35.2522,21136.9,1738.29,1035.91,18301.4,618758816,57.4405
hypergirgs,gluten,1,123,46415888,100,0.6,2.2,0.9,36.7873,47956.7,3536.68,2229.01,42042.3,1403069166,60.4564
hypergirgs,gluten,1,123,21544,1000,0.6,2.2,0.9,16.8315,80.7075,1.72396,25.5498,53.4135,2141175,198.772
hypergirgs,gluten,1,123,46415,1000,0.6,2.2,0.9,18.3666,130.589,4.05229,28.2721,98.2415,5298590,228.314
hypergirgs,gluten,1,123,100000,1000,0.6,2.2,0.9,19.9017,256.353,8.32838,16.4528,231.461,12761595,255.232
hypergirgs,gluten,1,123,215443,1000,0.6,2.2,0.9,21.4367,624.228,17.4149,40.3927,566.06,31313682,290.691
hypergirgs,gluten,1,123,464158,1000,0.6,2.2,0.9,22.9718,1502.63,60.3802,75.7871,1366.42,73388169,316.221
hypergirgs,gluten,1,123,1000000,1000,0.6,2.2,0.9,24.5068,3520.86,81.0504,87.0918,3347.83,177489977,354.98
hypergirgs,gluten,1,123,2154434,1000,0.6,2.2,0.9,26.0419,8421.46,217.97,118.909,8071.1,411340110,381.854
hypergirgs,gluten,1,123,4641588,1000,0.6,2.2,0.9,27.577,20751.4,469.701,228.66,20027.4,999857206,430.825
hypergirgs,gluten,1,123,10000000,1000,0.6,2.2,0.9,29.112,48606.9,973.456,443.53,47160.6,2278968492,455.794
hypergirgs,gluten,1,123,21544346,1000,0.6,2.2,0.9,30.6471,114631,1974.28,782.673,111811,5193671604,482.138
hypergirgs,gluten,1,123,10000,10,1,3,0.9,20.1124,34.4114,0.821286,26.1151,7.3034,30739,6.1478
hypergirgs,gluten,1,123,21544,10,1,3,0.9,21.6474,46.9526,1.44359,33.626,11.865,69377,6.44049
hypergirgs,gluten,1,123,46415,10,1,3,0.9,23.1825,53.3892,3.32926,33.0047,17.0344,156773,6.75527
hypergirgs,gluten,1,123,100000,10,1,3,0.9,24.7176,75.3908,6.53496,39.4722,29.358,355816,7.11632
hypergirgs,gluten,1,123,215443,10,1,3,0.9,26.2526,127.742,13.4105,44.0559,70.2467,796974,7.39847
hypergirgs,gluten,1,123,464158,10,1,3,0.9,27.7877,264.283,28.5408,79.9845,155.718,1743565,7.51281
hypergirgs,gluten,1,123,1000000,10,1,3,0.9,29.3227,462.397,61.3622,105.101,293.063,3887070,7.77414
hypergirgs,gluten,1,123,2154434,10,1,3,0.9,30.8578,911.374,147.073,151.243,602.066,8559141,7.94561
hypergirgs,gluten,1,123,4641588,10,1,3,0.9,32.3928,1899.09,337.988,300.801,1244.66,18811380,8.10558
hypergirgs,gluten,1,123,10000000,10,1,3,0.9,33.9279,3908.84,723.999,555.293,2598.73,41315929,8.26319
hypergirgs,gluten,1,123,21544346,10,1,3,0.9,35.463,8381.95,1564.15,1112.54,5641.75,90611491,8.41163
hypergirgs,gluten,1,123,46415888,10,1,3,0.9,36.998,18004.8,3354.61,2225.11,12255,197852359,8.5252
hypergirgs,gluten,1,123,10000,100,1,3,0.9,15.5072,45.7484,0.808502,31.941,12.9823,267527,53.5054
hypergirgs,gluten,1,123,21544,100,1,3,0.9,17.0422,29.9847,2.06974,8.1893,19.7076,605178,56.1807
hypergirgs,gluten,1,123,46415,100,1,3,0.9,18.5773,61.5131,4.16769,20.4712,36.8517,1381324,59.5206
hypergirgs,gluten,1,123,100000,100,1,3,0.9,20.1124,107.713,8.40284,26.6859,72.605,3150193,63.0039
hypergirgs,gluten,1,123,215443,100,1,3,0.9,21.6474,216.956,14.6869,39.876,162.233,7033215,65.2907
hypergirgs,gluten,1,123,464158,100,1,3,0.9,23.1825,456.126,28.9107,52.3644,374.819,15834710,68.2298
hypergirgs,gluten,1,123,1000000,100,1,3,0.9,24.7176,990.648,61.6832,81.9975,844.218,35423891,70.8478
hypergirgs,gluten,1,123,2154434,100,1,3,0.9,26.2526,2291.86,137.558,135.323,2003.82,78905810,73.2497
hypergirgs,gluten,1,123,4641588,100,1,3,0.9,27.7877,5144.07,377.299,248.586,4504.19,175641426,75.6816
hypergirgs,gluten,1,123,10000000,100,1,3,0.9,29.3227,11314.2,726.298,451.625,10087.1,388181789,77.6364
hypergirgs,gluten,1,123,21544346,100,1,3,0.9,30.8578,25013.3,1574.44,804.802,22570.2,854287591,79.305
hypergirgs,gluten,1,123,46415888,100,1,3,0.9,32.3928,56211.7,3367.38,1821.37,50919.2,1880051307,81.009
hypergirgs,gluten,1,123,21544,1000,1,3,0.9,12.4371,136.597,1.74746,23.1717,111.662,4649052,431.587
hypergirgs,gluten,1,123,46415,1000,1,3,0.9,13.9721,240.563,4.69817,17.9525,217.848,10930884,471.007
hypergirgs,gluten,1,123,100000,1000,1,3,0.9,15.5072,560.262,8.96151,23.0706,527.947,25800279,516.006
hypergirgs,gluten,1,123,215443,1000,1,3,0.9,17.0423,1282.82,31.7908,48.38,1202.62,59530789,552.636
hypergirgs,gluten,1,123,464158,1000,1,3,0.9,18.5773,2921.49,37.607,70.0681,2813.78,136322882,587.399
hypergirgs,gluten,1,123,1000000,1000,1,3,0.9,20.1124,6783.33,115.182,96.042,6567.52,311764842,623.53
hypergirgs,gluten,1,123,2154434,1000,1,3,0.9,21.6474,15597.6,196.245,120.915,15271.6,706816141,656.15
hypergirgs,gluten,1,123,4641588,1000,1,3,0.9,23.1825,36259.3,340.904,219.008,35674.4,1587985377,684.242
