algo,host,iter,seed,n,avgDeg,alpha,PLE,T,R,TimeTotal,TimePoints,TimePrepro,TimeEdges,GenNumEdge,GenAvgDeg
hypergirgs,gluten,1,123,10000000,1000,1,3,0.9,24.7176,84323.6,761.926,424.823,83107.6,3546728160,709.346
hypergirgs,gluten,1,123,21544346,1000,1,3,0.9,26.2526,193234,1563.79,785.353,190790,7907557458,734.073
hypergirgs,gluten,2,123,10000,10,0.6,2.2,0,19.2056,25.5299,1.10216,19.6826,4.72797,46154,9.2308
hypergirgs,gluten,2,123,21544,10,0.6,2.2,0,20.8558,36.475,3.87607,24.652,7.9343,94879,8.80793
hypergirgs,gluten,2,123,46415,10,0.6,2.2,0,22.4896,16.9454,6.10164,4.66385,6.16764,209889,9.04402
hypergirgs,gluten,2,123,100000,10,0.6,2.2,0,24.112,47.2235,11.471,25.3748,10.3663,462189,9.24378
hypergirgs,gluten,2,123,215443,10,0.6,2.2,0,25.7171,82.2299,21.5005,40.2184,20.5,1030449,9.56586
hypergirgs,gluten,2,123,464158,10,0.6,2.2,0,27.3193,126.292,40.5653,50.2261,35.4862,2091582,9.01237
hypergirgs,gluten,2,123,1000000,10,0.6,2.2,0,28.9054,248.478,97.2211,75.4743,72.9634,5264670,10.5293
hypergirgs,gluten,2,123,2154434,10,0.6,2.2,0,30.488,501.929,193.302,133.299,157.16,12155747,11.2844
hypergirgs,gluten,2,123,4641588,10,0.6,2.2,0,32.0655,1061.25,497.437,269.11,278.03,22543738,9.7138
hypergirgs,gluten,2,123,10000000,10,0.6,2.2,0,33.6363,2039.72,945.118,489.17,554.504,47381638,9.47633
hypergirgs,gluten,2,123,21544346,10,0.6,2.2,0,35.2051,3896.76,1745.84,978.862,1080.49,100850493,9.36213
hypergirgs,gluten,2,123,46415888,10,0.6,2.2,0,36.7676,8171.39,3546.11,2085.98,2410.34,250584601,10.7974
hypergirgs,gluten,2,123,10000,100,0.6,2.2,0,14.0942,38.4638,0.812181,26.9886,10.649,505616,101.123
hypergirgs,gluten,2,123,21544,100,0.6,2.2,0,15.8307,37.9387,3.78962,23.6149,10.5226,1080908,100.344
hypergirgs,gluten,2,123,46415,100,0.6,2.2,0,17.531,21.9482,6.11116,6.86893,8.95721,2339164,100.793
hypergirgs,gluten,2,123,100000,100,0.6,2.2,0,19.2046,53.5874,11.1169,25.0016,17.4042,4999060,99.9812
hypergirgs,gluten,2,123,215443,100,0.6,2.2,0,20.8564,77.3633,18.6001,29.094,29.6611,10965972,101.799
hypergirgs,gluten,2,123,464158,100,0.6,2.2,0,22.4907,144.025,36.9141,43.4885,63.5994,22787201,98.1873
hypergirgs,gluten,2,123,1000000,100,0.6,2.2,0,24.1109,284.171,80.8211,81.8251,118.734,50810464,101.621
hypergirgs,gluten,2,123,2154434,100,0.6,2.2,0,25.7189,547.511,194.136,102.411,241.125,103738274,96.3021
hypergirgs,gluten,2,123,4641588,100,0.6,2.2,0,27.3174,1176.03,466.77,188.709,505.804,238143887,102.613
hypergirgs,gluten,2,123,10000000,100,0.6,2.2,0,28.9074,2445.4,931.633,396.256,1088.54,516650572,103.33
hypergirgs,gluten,2,123,21544346,100,0.6,2.2,0,30.4901,5159.9,1979.49,758.21,2325.78,1105214800,102.599
hypergirgs,gluten,2,123,46415888,100,0.6,2.2,0,32.0667,10787.1,4289.26,1752.04,4606.5,2274410354,98.0014
hypergirgs,gluten,2,123,21544,1000,0.6,2.2,0,10.4538,53.7987,1.88178,23.2565,28.6515,10220720,948.823
hypergirgs,gluten,2,123,46415,1000,0.6,2.2,0,12.309,68.2774,4.04303,20.4318,43.7935,22124036,953.314
hypergirgs,gluten,2,123,100000,1000,0.6,2.2,0,14.0941,101.373,8.30843,15.9673,77.0893,49174463,983.489
hypergirgs,gluten,2,123,215443,1000,0.6,2.2,0,15.8305,192.596,17.4972,13.0448,161.747,103955219,965.037
hypergirgs,gluten,2,123,464158,1000,0.6,2.2,0,17.5312,472.357,37.2431,49.1184,385.984,230579093,993.537
hypergirgs,gluten,2,123,1000000,1000,0.6,2.2,0,19.2046,948.606,87.2477,66.4078,792.61,492125757,984.252
hypergirgs,gluten,2,123,2154434,1000,0.6,2.2,0,20.8563,1991.53,179.304,105.715,1697.53,1072087680,995.238
hypergirgs,gluten,2,123,4641588,1000,0.6,2.2,0,22.4907,4424.5,426.025,201.034,3772.96,2344505762,1010.22
hypergirgs,gluten,2,123,10000000,1000,0.6,2.2,0,24.1108,9379.81,956.463,377.654,7996.77,4955727432,991.145
hypergirgs,gluten,2,123,21544346,1000,0.6,2.2,0,25.719,20473.9,2010.04,743.998,17658.6,10689237397,992.301
hypergirgs,gluten,2,123,46415888,1000,0.6,2.2,0,27.3174,42917.3,4272.54,1517.16,36986.4,23055005075,993.41
hypergirgs,gluten,2,123,10000,10,1,3,0,15.683,34.84,0.811941,26.0709,7.94386,51343,10.2686
hypergirgs,gluten,2,123,21544,10,1,3,0,17.2179,30.9214,4.08787,22.4468,4.37474,109026,10.1212
hypergirgs,gluten,2,123,46415,10,1,3,0,18.7527,24.1699,6.34478,13.2935,4.29357,230705,9.94097
hypergirgs,gluten,2,123,100000,10,1,3,0,20.2913,36.9329,7.75646,20.1812,8.98439,500023,10.0005
hypergirgs,gluten,2,123,215443,10,1,3,0,21.8265,61.5507,13.8778,36.6504,11.015,1125126,10.4448
hypergirgs,gluten,2,123,464158,10,1,3,0,23.3616,101.923,28.5471,56.4377,16.929,2333593,10.0552
hypergirgs,gluten,2,123,1000000,10,1,3,0,24.8968,168.625,61.2027,73.4717,31.1411,5008801,10.0176
hypergirgs,gluten,2,123,2154434,10,1,3,0,26.4319,303.115,137.341,103.306,53.4997,10756122,9.9851
hypergirgs,gluten,2,123,4641588,10,1,3,0,27.9671,693.067,337.01,209.885,131.32,23146486,9.97352
hypergirgs,gluten,2,123,10000000,10,1,3,0,29.5022,1470.75,766.836,393.391,258.781,49944034,9.98881
hypergirgs,gluten,2,123,21544346,10,1,3,0,31.0374,3042.1,1656.34,811.36,504.231,107678036,9.99594
hypergirgs,gluten,2,123,46415888,10,1,3,0,32.5725,6267.05,3384.86,1727.99,1008.41,231779921,9.98709
hypergirgs,gluten,2,123,10000,100,1,3,0,11.0622,20.9024,0.876087,16.1152,3.90298,489873,97.9746
hypergirgs,gluten,2,123,21544,100,1,3,0,12.6063,9.87688,2.06169,1.73761,6.06888,1096209,101.765
hypergirgs,gluten,2,123,46415,100,1,3,0,14.1455,34.9646,4.03061,19.9316,10.9908,2333841,100.564
hypergirgs,gluten,2,123,100000,100,1,3,0,15.683,48.8683,11.4337,21.2735,16.1412,5000309,100.006
hypergirgs,gluten,2,123,215443,100,1,3,0,17.2191,76.8702,18.8674,26.4512,31.5418,10857549,100.793
hypergirgs,gluten,2,123,464158,100,1,3,0,18.7545,160.745,37.4092,48.309,75.0175,23229168,100.092
hypergirgs,gluten,2,123,1000000,100,1,3,0,20.2899,268.236,77.7949,53.6578,134.387,50227017,100.454
hypergirgs,gluten,2,123,2154434,100,1,3,0,21.825,533.134,145.645,128.19,249.842,107766831,100.042
hypergirgs,gluten,2,123,4641588,100,1,3,0,23.36,1117.25,369.452,222.596,510.414,231929761,99.9355
hypergirgs,gluten,2,123,10000000,100,1,3,0,24.8951,2199.71,744.615,366.433,1059.6,500250767,100.05
hypergirgs,gluten,2,123,21544346,100,1,3,0,26.4301,4663.67,1565.08,752.951,2284.43,1078256492,100.096
hypergirgs,gluten,2,123,46415888,100,1,3,0,27.9655,9918.53,3359,1498.84,4882.02,2322382512,100.068
hypergirgs,gluten,2,123,21544,1000,1,3,0,7.93843,49.1458,1.72579,8.36717,39.0461,10705592,993.835
hypergirgs,gluten,2,123,46415,1000,1,3,0,9.50959,76.4422,3.78207,21.519,51.1327,22568248,972.455
hypergirgs,gluten,2,123,100000,1000,1,3,0,11.0624,116.913,8.45895,17.9672,90.4706,50426054,1008.52
hypergirgs,gluten,2,123,215443,1000,1,3,0,12.6062,245.346,17.2514,13.9421,213.956,108300747,1005.38
hypergirgs,gluten,2,123,464158,1000,1,3,0,14.1456,551.169,37.033,44.0994,470.008,232055356,999.898
hypergirgs,gluten,2,123,1000000,1000,1,3,0,15.6828,1104.95,80.6078,75.5727,946.396,500113742,1000.23
hypergirgs,gluten,2,123,2154434,1000,1,3,0,17.2189,2324.12,179.627,110.028,2026.38,1076685621,999.507
hypergirgs,gluten,2,123,4641588,1000,1,3,0,18.7545,4801.31,428.57,216.32,4144.1,2317559952,998.606
hypergirgs,gluten,2,123,10000000,1000,1,3,0,20.2899,10691.6,892.122,438.379,9321.03,4991547052,998.309
hypergirgs,gluten,2,123,21544346,1000,1,3,0,21.8251,22773.3,1674.11,854.585,20183.7,10762478050,999.1
hypergirgs,gluten,2,123,46415888,1000,1,3,0,23.3602,45641.9,3412.63,1516.4,40550.8,23210246437,1000.1
hypergirgs,gluten,2,123,10000,10,0.6,2.2,0.5,20.9825,29.9755,0.834638,22.039,7.07513,32802,6.5604
hypergirgs,gluten,2,123,21544,10,0.6,2.2,0.5,22.5176,33.3715,2.05216,19.0552,12.2364,73145,6.79029
hypergirgs,gluten,2,123,46415,10,0.6,2.2,0.5,24.0526,49.9918,4.04985,24.2771,21.6343,168547,7.26261
hypergirgs,gluten,2,123,100000,10,0.6,2.2,0.5,25.5877,93.8981,8.3192,47.3974,38.1545,411331,8.22662
hypergirgs,gluten,2,123,215443,10,0.6,2.2,0.5,27.1228,138.136,17.0383,55.5716,65.4861,781716,7.25682
hypergirgs,gluten,2,123,464158,10,0.6,2.2,0.5,28.6578,298.223,37.5743,83.5188,176.856,1732480,7.46504
hypergirgs,gluten,2,123,1000000,10,0.6,2.2,0.5,30.1929,576.022,83.834,142.213,343.365,4387644,8.77529
hypergirgs,gluten,2,123,2154434,10,0.6,2.2,0.5,31.7279,1149.57,213.398,190.85,734.239,9051849,8.40299
hypergirgs,gluten,2,123,4641588,10,0.6,2.2,0.5,33.263,2286.96,428.92,347.529,1492.49,19922922,8.58453
hypergirgs,gluten,2,123,10000000,10,0.6,2.2,0.5,34.7981,4637.58,818.119,660.876,3106.4,49141634,9.82833
hypergirgs,gluten,2,123,21544346,10,0.6,2.2,0.5,36.3331,9342.44,1664.09,1192.57,6415.3,93536652,8.68317
hypergirgs,gluten,2,123,46415888,10,0.6,2.2,0.5,37.8682,20088.1,3455.34,2469.26,13964.3,212506077,9.15661
hypergirgs,gluten,2,123,10000,100,0.6,2.2,0.5,16.3774,31.6174,0.820035,22.1267,8.65065,248275,49.655
hypergirgs,gluten,2,123,21544,100,0.6,2.2,0.5,17.9124,28.4855,2.04939,10.3186,16.0967,551420,51.1901
hypergirgs,gluten,2,123,46415,100,0.6,2.2,0.5,19.4475,59.3263,4.0604,24.4544,30.7861,1429436,61.5937
hypergirgs,gluten,2,123,100000,100,0.6,2.2,0.5,20.9825,95.6554,8.3365,32.0904,55.2018,3119159,62.3832
hypergirgs,gluten,2,123,215443,100,0.6,2.2,0.5,22.5176,177.014,17.2952,41.5179,118.172,7369856,68.4158
hypergirgs,gluten,2,123,464158,100,0.6,2.2,0.5,24.0527,375.82,37.4198,56.2087,282.15,16223578,69.9054
hypergirgs,gluten,2,123,1000000,100,0.6,2.2,0.5,25.5877,789.843,80.9691,75.6043,630.594,38426387,76.8528
hypergirgs,gluten,2,123,2154434,100,0.6,2.2,0.5,27.1228,1731.09,177.742,149.934,1394.48,81745591,75.8859
hypergirgs,gluten,2,123,4641588,100,0.6,2.2,0.5,28.6578,3646.59,428.889,239.295,2964.51,173071339,74.5742
hypergirgs,gluten,2,123,10000000,100,0.6,2.2,0.5,30.1929,8133.58,923.211,423.016,6758.39,405580691,81.1161
hypergirgs,gluten,2,123,21544346,100,0.6,2.2,0.5,31.7279,17670.1,1972.43,870.204,14745,871484097,80.9014
hypergirgs,gluten,2,123,46415888,100,0.6,2.2,0.5,33.263,39011.6,4291.96,1845.67,32769.3,1930209762,83.1702
hypergirgs,gluten,2,123,21544,1000,0.6,2.2,0.5,13.3072,86.0879,1.72276,9.03142,75.3184,4312094,400.306
hypergirgs,gluten,2,123,46415,1000,0.6,2.2,0.5,14.8423,150.573,4.05466,7.80344,138.698,10465722,450.963
hypergirgs,gluten,2,123,100000,1000,0.6,2.2,0.5,16.3774,356.844,8.32787,21.0268,327.465,25867391,517.348
hypergirgs,gluten,2,123,215443,1000,0.6,2.2,0.5,17.9124,802.63,17.4785,25.4129,759.715,58608687,544.076
hypergirgs,gluten,2,123,464158,1000,0.6,2.2,0.5,19.4475,1917.42,37.5089,62.1457,1817.57,138814856,598.136
hypergirgs,gluten,2,123,1000000,1000,0.6,2.2,0.5,20.9825,4507.46,125.445,104.852,4274.48,315096002,630.192
hypergirgs,gluten,2,123,2154434,1000,0.6,2.2,0.5,22.5176,10454,177.641,138.189,10129.2,734034112,681.417
hypergirgs,gluten,2,123,4641588,1000,0.6,2.2,0.5,24.0527,23155.6,429.12,222.833,22478.5,1619913282,698
hypergirgs,gluten,2,123,10000000,1000,0.6,2.2,0.5,25.5877,52751.1,957.076,387.547,51358.7,3692196435,738.439
hypergirgs,gluten,2,123,21544346,1000,0.6,2.2,0.5,27.1228,119306,1996.32,795.656,116453,8195732725,760.824
hypergirgs,gluten,2,123,10000,10,1,3,0.5,16.5881,22.0773,0.808547,17.0987,4.10425,49382,9.8764
hypergirgs,gluten,2,123,21544,10,1,3,0.5,18.1231,21.6068,2.03225,9.17899,10.3812,105120,9.75863
hypergirgs,gluten,2,123,46415,10,1,3,0.5,19.6582,48.1083,3.71482,31.8932,12.4812,231060,9.95626
hypergirgs,gluten,2,123,100000,10,1,3,0.5,21.1933,63.9771,7.19977,34.8301,21.928,499126,9.98252
hypergirgs,gluten,2,123,215443,10,1,3,0.5,22.7283,97.6498,13.7647,45.7509,38.0555,1068954,9.92331
hypergirgs,gluten,2,123,464158,10,1,3,0.5,24.2634,216.325,30.9163,79.8016,105.574,2308841,9.94851
hypergirgs,gluten,2,123,1000000,10,1,3,0.5,25.7984,336.423,66.3851,106.382,160.662,5004733,10.0095
hypergirgs,gluten,2,123,2154434,10,1,3,0.5,27.3335,674.428,147.005,156.401,361.434,10741391,9.97143
hypergirgs,gluten,2,123,4641588,10,1,3,0.5,28.8686,1394.77,363.931,261.241,755.726,23251844,10.0189
hypergirgs,gluten,2,123,10000000,10,1,3,0.5,30.4036,2734.68,725.812,460.565,1517.57,50021804,10.0044
hypergirgs,gluten,2,123,21544346,10,1,3,0.5,31.9387,5707.68,1561.52,951.752,3143.47,107540801,9.9832
hypergirgs,gluten,2,123,46415888,10,1,3,0.5,33.4737,11949.9,3365.74,1872.23,6564.4,232309137,10.0099
hypergirgs,gluten,2,123,10000,100,1,3,0.5,11.9829,32.8216,0.87896,18.1107,13.8176,492765,98.553
hypergirgs,gluten,2,123,21544,100,1,3,0.5,13.518,33.6545,2.04719,5.25658,26.3356,1060884,98.4853
hypergirgs,gluten,2,123,46415,100,1,3,0.5,15.053,74.9201,4.06585,24.0544,46.7832,2365774,101.94
hypergirgs,gluten,2,123,100000,100,1,3,0.5,16.5881,115.442,8.29507,23.803,83.0868,5007016,100.14
hypergirgs,gluten,2,123,215443,100,1,3,0.5,18.1232,215.117,17.5395,23.2508,174.248,10720555,99.521
hypergirgs,gluten,2,123,464158,100,1,3,0.5,19.6582,493.575,37.4502,71.2119,384.868,23077618,99.4386
hypergirgs,gluten,2,123,1000000,100,1,3,0.5,21.1933,990.248,68.8521,94.8376,823.907,50204407,100.409
hypergirgs,gluten,2,123,2154434,100,1,3,0.5,22.7283,2006.04,140.942,120.225,1735.88,107601576,99.8885
hypergirgs,gluten,2,123,4641588,100,1,3,0.5,24.2634,4334.27,338.109,218.136,3764.09,232781358,100.302
hypergirgs,gluten,2,123,10000000,100,1,3,0.5,25.7984,9246.61,728.317,380.995,8108.26,499044349,99.8089
hypergirgs,gluten,2,123,21544346,100,1,3,0.5,27.3335,19843.4,1554.87,758.085,17469.3,1077588600,100.034
hypergirgs,gluten,2,123,46415888,100,1,3,0.5,28.8686,42764.6,3367.8,1561.1,37656.8,2317380798,99.8529
hypergirgs,gluten,2,123,21544,1000,1,3,0.5,8.91278,196.063,1.73769,28.4201,165.892,10218708,948.636
hypergirgs,gluten,2,123,46415,1000,1,3,0.5,10.4478,345.339,4.03701,12.652,328.364,22196810,956.45
hypergirgs,gluten,2,123,100000,1000,1,3,0.5,11.9829,788.344,8.33098,19.3496,760.648,48660732,973.215
hypergirgs,gluten,2,123,215443,1000,1,3,0.5,13.518,1750.04,17.4119,45.7297,1686.88,107106978,994.295
hypergirgs,gluten,2,123,464158,1000,1,3,0.5,15.053,3780.13,37.8752,51.3761,3690.55,230423227,992.865
hypergirgs,gluten,2,123,1000000,1000,1,3,0.5,16.5881,7876.45,125.19,82.5013,7664.72,493788887,987.578
hypergirgs,gluten,2,123,2154434,1000,1,3,0.5,18.1232,17155.3,216.766,122.299,16801.1,1074879304,997.83
hypergirgs,gluten,2,123,4641588,1000,1,3,0.5,19.6582,37016.1,466.787,234.897,36292.5,2322536671,1000.75
hypergirgs,gluten,2,123,10000000,1000,1,3,0.5,21.1933,79540.9,836.582,410.868,78264.4,5000089310,1000.02
hypergirgs,gluten,2,123,21544346,1000,1,3,0.5,22.7283,171419,1604.48,844.005,168910,10767653552,999.58
hypergirgs,gluten,2,123,10000,10,0.6,2.2,0.9,24.5068,75.0183,0.820926,57.2767,16.8826,16784,3.3568
hypergirgs,gluten,2,123,21544,10,0.6,2.2,0.9,26.0419,66.3436,2.70834,34.0175,29.5855,39840,3.69848
hypergirgs,gluten,2,123,46415,10,0.6,2.2,0.9,27.5769,112.976,4.37308,40.0464,68.4511,106545,4.59097
hypergirgs,gluten,2,123,100000,10,0.6,2.2,0.9,29.112,198.744,8.98444,65.1763,124.526,241957,4.83914
hypergirgs,gluten,2,123,215443,10,0.6,2.2,0.9,30.6471,328.488,18.9176,80.9071,225.885,508423,4.71979
hypergirgs,gluten,2,123,464158,10,0.6,2.2,0.9,32.1821,606.407,57.278,132.747,412.432,1155746,4.97997
hypergirgs,gluten,2,123,1000000,10,0.6,2.2,0.9,33.7172,1170.49,78.5684,224.252,857.941,2680987,5.36197
hypergirgs,gluten,2,123,2154434,10,0.6,2.2,0.9,35.2522,2253.54,152.395,365.882,1713.76,5823597,5.40615
hypergirgs,gluten,2,123,4641588,10,0.6,2.2,0.9,36.7873,4741.33,354.607,656.72,3687.04,14748621,6.35499
hypergirgs,gluten,2,123,10000000,10,0.6,2.2,0.9,38.3224,9653.35,741.465,1337.27,7490.58,30001013,6.0002
hypergirgs,gluten,2,123,21544346,10,0.6,2.2,0.9,39.8574,24071.3,1561.62,3046.29,19208.3,69258333,6.42937
hypergirgs,gluten,2,123,46415888,10,0.6,2.2,0.9,41.3925,42365.3,3376.95,5099.94,33496.9,154507376,6.65752
hypergirgs,gluten,2,123,10000,100,0.6,2.2,0.9,19.9017,43.5351,0.820138,29.6902,12.9994,122046,24.4092
hypergirgs,gluten,2,123,21544,100,0.6,2.2,0.9,21.4367,62.0499,2.06455,40.9327,18.962,334225,31.0272
hypergirgs,gluten,2,123,46415,100,0.6,2.2,0.9,22.9717,75.3599,4.97758,34.6919,35.6594,783415,33.757
hypergirgs,gluten,2,123,100000,100,0.6,2.2,0.9,24.5068,112.342,8.32658,42.4825,61.4997,1728606,34.5721
hypergirgs,gluten,2,123,215443,100,0.6,2.2,0.9,26.0419,193.079,17.3531,49.3306,126.355,4337832,40.269
hypergirgs,gluten,2,123,464158,100,0.6,2.2,0.9,27.5769,457.406,37.3855,90.6356,329.264,10141533,43.6986
hypergirgs,gluten,2,123,1000000,100,0.6,2.2,0.9,29.112,928.136,87.4941,124.675,713.21,23031802,46.0636
hypergirgs,gluten,2,123,2154434,100,0.6,2.2,0.9,30.6471,1903.89,177.893,185.688,1522.56,50461558,46.8444
hypergirgs,gluten,2,123,4641588,100,0.6,2.2,0.9,32.1821,4312.52,467.184,287.093,3532.17,122692057,52.8664
hypergirgs,gluten,2,123,10000000,100,0.6,2.2,0.9,33.7172,9500.48,934.388,559.474,7975.97,266913221,53.3826
hypergirgs,gluten,2,123,21544346,100,0.6,2.2,0.9,35.2522,20946.9,1720.06,1038.09,18127.1,608795122,56.5155
hypergirgs,gluten,2,123,46415888,100,0.6,2.2,0.9,36.7873,47160.8,3539.02,2207.75,41233.5,1357615000,58.4979
hypergirgs,gluten,2,123,21544,1000,0.6,2.2,0.9,16.8315,90.0385,1.73091,35.2442,53.0421,2101972,195.133
hypergirgs,gluten,2,123,46415,1000,0.6,2.2,0.9,18.3666,120.889,4.38153,19.0692,97.415,5424061,233.72
hypergirgs,gluten,2,123,100000,1000,0.6,2.2,0.9,19.9017,275.659,8.65199,27.9955,238.661,13122147,262.443
hypergirgs,gluten,2,123,215443,1000,0.6,2.2,0.9,21.4367,627.908,17.4111,41.7754,568.69,31674621,294.042
hypergirgs,gluten,2,123,464158,1000,0.6,2.2,0.9,22.9718,1539.17,37.4656,89.8675,1411.8,75342533,324.642
hypergirgs,gluten,2,123,1000000,1000,0.6,2.2,0.9,24.5068,3506.16,81.0376,93.4818,3328.9,177870051,355.74
hypergirgs,gluten,2,123,2154434,1000,0.6,2.2,0.9,26.0419,8558.72,178.269,148.665,8215.52,417097745,387.199
hypergirgs,gluten,2,123,4641588,1000,0.6,2.2,0.9,27.577,20767.9,467.243,248.738,20027.8,1003644456,432.457
hypergirgs,gluten,2,123,10000000,1000,0.6,2.2,0.9,29.112,48740.6,951.711,406.239,47332.4,2305569333,461.114
hypergirgs,gluten,2,123,21544346,1000,0.6,2.2,0.9,30.6471,114274,1995.69,780.658,111403,5197967000,482.537
hypergirgs,gluten,2,123,10000,10,1,3,0.9,20.1124,43.5471,1.05564,33.0462,9.4275,30477,6.0954
hypergirgs,gluten,2,123,21544,10,1,3,0.9,21.6474,27.3067,1.98815,16.0588,9.24146,71627,6.64937
hypergirgs,gluten,2,123,46415,10,1,3,0.9,23.1825,54.914,3.61246,33.475,17.8085,158443,6.82723
hypergirgs,gluten,2,123,100000,10,1,3,0.9,24.7176,92.0848,7.06437,39.8541,45.1482,357680,7.1536
hypergirgs,gluten,2,123,215443,10,1,3,0.9,26.2526,126.725,12.9351,49.7986,63.96,783365,7.27213
hypergirgs,gluten,2,123,464158,10,1,3,0.9,27.7877,256.924,28.5347,72.1227,156.168,1757700,7.57371
hypergirgs,gluten,2,123,1000000,10,1,3,0.9,29.3227,450.856,61.3415,97.2634,289.567,3862114,7.72423
hypergirgs,gluten,2,123,2154434,10,1,3,0.9,30.8578,926.031,135.648,172.266,607.077,8549064,7.93625
hypergirgs,gluten,2,123,4641588,10,1,3,0.9,32.3928,1913.64,337.737,312.556,1247.62,18802260,8.10165
hypergirgs,gluten,2,123,10000000,10,1,3,0.9,33.9279,3887.24,724.013,529.894,2602.47,41240441,8.24809
hypergirgs,gluten,2,123,21544346,10,1,3,0.9,35.463,8476.76,1564.47,1168.64,5643.36,90397196,8.39173
hypergirgs,gluten,2,123,46415888,10,1,3,0.9,36.998,18022.5,3362.3,2251.78,12238.5,198067911,8.53449
hypergirgs,gluten,2,123,10000,100,1,3,0.9,15.5072,46.8994,0.808058,30.2354,15.8396,257506,51.5012
hypergirgs,gluten,2,123,21544,100,1,3,0.9,17.0422,50.7326,2.0542,27.6974,20.964,598083,55.522
hypergirgs,gluten,2,123,46415,100,1,3,0.9,18.5773,54.0643,4.05916,12.859,37.129,1369600,59.0154
hypergirgs,gluten,2,123,100000,100,1,3,0.9,20.1124,106.628,8.2791,25.9822,72.3155,3115546,62.3109
hypergirgs,gluten,2,123,215443,100,1,3,0.9,21.6474,204.996,14.8389,27.4817,162.394,7064884,65.5847
hypergirgs,gluten,2,123,464158,100,1,3,0.9,23.1825,480.696,28.5595,70.1745,381.909,15735489,67.8023
hypergirgs,gluten,2,123,1000000,100,1,3,0.9,24.7176,1027.45,61.5353,91.062,872.123,35579032,71.1581
hypergirgs,gluten,2,123,2154434,100,1,3,0.9,26.2526,2279.97,136.99,143.551,1990.3,79007902,73.3445
hypergirgs,gluten,2,123,4641588,100,1,3,0.9,27.7877,5077.16,337.726,228.445,4496.98,174991691,75.4016
hypergirgs,gluten,2,123,10000000,100,1,3,0.9,29.3227,11267,726.583,407.131,10104.4,387148349,77.4297
hypergirgs,gluten,2,123,21544346,100,1,3,0.9,30.8578,25290.4,1552.63,1010.48,22663.7,854267850,79.3032
hypergirgs,gluten,2,123,46415888,100,1,3,0.9,32.3928,55641.4,3366.46,1819.83,50310.4,1878955233,80.9617
hypergirgs,gluten,2,123,21544,1000,1,3,0.9,12.4371,140.573,1.87863,30.5177,108.162,4534390,420.942
hypergirgs,gluten,2,123,46415,1000,1,3,0.9,13.9721,230.063,4.05528,19.3769,206.609,10975541,472.931
hypergirgs,gluten,2,123,100000,1000,1,3,0.9,15.5072,528.988,8.40044,10.1203,510.171,25802822,516.056
hypergirgs,gluten,2,123,215443,1000,1,3,0.9,17.0423,1283.96,17.4027,46.5139,1219.72,60040239,557.365
hypergirgs,gluten,2,123,464158,1000,1,3,0.9,18.5773,2975.85,37.4863,72.9386,2865.39,137511097,592.518
hypergirgs,gluten,2,123,1000000,1000,1,3,0.9,20.1124,6657.17,80.5597,78.0897,6496.03,311714500,623.429
hypergirgs,gluten,2,123,2154434,1000,1,3,0.9,21.6474,15589.8,149.441,135.373,15288.5,705137525,654.592
hypergirgs,gluten,2,123,4641588,1000,1,3,0.9,23.1825,36352.7,380.282,223.435,35725.1,1586114923,683.436
